dataset,A_var,A_vcode_raw,A_label,A_descricao_clean,B_var,B_descricao,C_vcode,C_nome,C_desde,C_tam,v050_col,category,is_identifier,A_categories
population,EDCURSTP,525,525-Tipo Ultimo Curso Concluido,Tipo Ultimo Curso Concluido,V525,Tipo do último curso concluído,525,Tipo do último curso concluído ,94.0,2.0,V525,MAPPED,False,0=Sem curso concluido; 1=Primário; 2=Educação especial; 3=Agrícola Elementar; 4=Comercial Elementar; 5=Artesanal Elementar; 6=Saúde Elementar; 7=Militar Elementar; 8=Outros Elementar; 10=Primeiro Grau; 11=Especial 1º grau; 12=Agrícola 1º ciclo; 13=Adminstração 1º ciclo; 14=Contabilidade 1º ciclo; 15=Comercial básico; 16=Eletricidade 1º grau; 17=Mecanicos 1º ciclo; 18=Artesanato básico; 19=Enfermagem 1º ciclo; 20=Farmácia 1º grau; 21=Militar 1º ciclo; 22=Normal 1º ciclo; 23=Outros 1º grau; 24=Colegial; 25=Educação especifica 2º grau; 26=Agrícola 2º ciclo; 27=Administração 2º grau; 28=Contabilidade 2º ciclo; 29=Estatística 2º grau; 30=Secretariado 2º grau; 31=Comercial 2º ciclo; 32=Desenho 2º grau; 33=Eletricidade 2º grau; 34=Mecanica 2º grau; 35=Química 2º grau; 36=Industrial 2º ciclo; 37=Enfermagem 2º ciclo; 38=Patologia 2º grau; 39=Nutrição 2º grau; 40=Militar 2º ciclo; 41=Normal 2º grau; 42=Outros 2º ciclo; 43=Biologia superior; 44=Educação Física superior; 45=Enfermagem superior; 46=Farmácia superior; 47=Medicina superior; 48=Dentistas; 49=Nutrição superior; 50=Arquitetura  superior; 51=Ciencias bacharel; 52=Computação superior; 53=Engenharia superior; 54=Eletricidade superior; 55=Engenharia superior; 56=Química superior; 57=Topografia superior; 58=Estatística superior; 59=Física bacharel; 60=Geologia superior; 61=Matemática bacharel; 62=Química bacharel; 63=Astronomia superior; 64=Agrícola superior; 65=Veterinária superior; 66=Agrimensura superior; 67=Administração superior; 68=Biblioteconomia superior; 69=Contabilidade superior; 70=Economia superior; 71=Antropologia superior; 72=Comunicação superior; 73=Direito superior; 74=Filosofia bacharel; 75=Geografia bacharel; 76=História bacharel; 77=Educação superior; 78=Psicologia bacharel; 79=Serviço social  superior; 80=Sacerdote superior; 81=Museologia superior; 82=Linguística superior; 83=Belas Artes superior; 84=Academias Militares; 85=Diplomacia superior; 86=Medicina mestrado; 87=Biologia mestrado; 88=Engenharia mestrado; 89=Computação mestrado; 90=Agronomia mestrado; 91=Administração mestrado; 92=Economia mestrado; 93=Direito mestrado; 94=Educação mestrado; 95=Biblioteconomia mestrado; 96=Artes mestrado; 99=Ignorado; 98=NSA
population,ESTCONJ,526,526-Estado Conjugal,Estado Conjugal,V526,Estado conjugal,526,Estado conjugal,96.0,1.0,V526,MAPPED,False,0=Viúvo; 1=Civil e Religioso; 2=Só Civil; 3=Só Religioso; 4=Outra; 5=Solteiro; 6=Separado; 7=Desquitado; 8=Divorciado; 9=Sem Declaração
population,TMUNTRAB,527,527-UF/Município Trabalha/Estuda,UF/Município Trabalha/Estuda,V527,UF do Município trabalha/estuda,527,UF do Município em que trabalha ou estuda,97.0,6.0,V527,MAPPED,False,
population,TRUL12M,528,528-Trabalhou Ultimos 12 Meses,Trabalhou Ultimos 12 Meses,V528,Trabalhou nos últimos 12 meses,528,Trabalhou nos últimos 12 meses (01/09/1979,103.0,1.0,V528,MAPPED,False,1=Sim; 3=Não; 5=Frente da Seca; 0=NSA
population,TSITDESO,529,529-Situação/Ocupação que tem,Situação/Ocupação que tem,V529,Ocupação atual,529,Ocupação atual,104.0,1.0,V529,MAPPED,False,0=Trabalhou; 1=Procurando Trabalho/Trabalhou; 2=Procurando Trabalho/Nunca Trabalhou; 3=Aposentado/Pensionista; 4=Vive de Renda; 5=Detento; 6=Estudante; 7=Doente Inválido; 8=Afazeres Domésticos; 9=Sem Ocupação
population,TOCUPACA,530,530-Ocupação/Cargo Ultimos 12 Meses,Ocupação/Cargo Ultimos 12 Meses,V530,Ocupação/cargo últimos 12 meses,530,Ocupação ou cargo nos últimos 12 meses,107.0,3.0,V530,MAPPED,False,"1=agricultor; 2=criador de bovinos; 3=avicultor; 4=criador de diversos; 5=proproprietario agropecuário sem especificação; 6=empresa extração vegetal e pesca; 7=empresa pequeno industrial; 8=emp. extração mineral; 9=emp. construção civil; 10=comerciante; 11=hotel, dono pensão; 12=empregado transporte; 13=outros proprietários; 20=ministro, etc.; 21=diretor assessor; 30=administrador agropecuário; 31=adm. ext. vegetal e pesca; 32=adm. extração mineral; 33=adm industr transformação; 34=adm. construção civil; 35=adm. comércio mercadorias; 36=administrador de hotéis; 37=administrador transportes; 38=administradoras financeiras; 39=outras administradoras; 40=encarregado administrativo; 50=fiscais de tributos; 51=inspetor de trabalho; 52=assistência administrativas; 53=caixas; 54=almoxarifes; 55=expedidores; 56=datilógrafos; 57=operador teleimpressor; 58=op. máquinas para automotor; 59=secretárias; 60=auxiliar de contabilidade; 61=operador de copiadoras; 62=arquivistas; 63=recepcionistas; 64=auxiliar administrativo; 65=auxiliar de escritório; 101=engenheiro; 102=arquitetos; 103=agrimensores; 104=cartógrafos; 111=desenhistas; 112=técnico em edificações; 113=outras ocupações engenharia; 121=químicos; 122=farmacêuticos; 123=físicos; 124=geólogos mineral; 125=outros química/física; 131=técnicos químicos; 132=prático farmácia; 133=técnico meteorológico; 141=agrônomos; 142=biologistas; 143=farmacologistas; 144=veterinários; 151=médicos; 152=dentistas; 153=enfermeiros diplomados; 154=outras medicinas; 161=acadêmico de hospital; 162=enfermeiro não diplomado; 163=massagistas; 164=ortopedistas/óticos; 165=op. equipe de médicos; 166=parteiras; 167=protéticos; 168=técnico análises clínicas; 171=matemáticos; 172=estatísticos; 173=analista de sistemas; 181=economistas; 182=contadores; 183=técnico em administração; 191=técnico em contabilidade; 192=técnico em estatística; 193=programador de computador; 201=sociólogos, etc.; 202=psicólogos; 203=geógrafos; 204=assistentes sociais; 205=outros cient sociais; 211=professor pesquisador; 212=professor superior; 213=professor de 2º grau; 214=professor de 5ª a 8ª série; 215=professor de 1ª a 4ª série; 216=professor de 1º grau; 217=professor pré; 218=professor profissional; 219=professor; 221=orientador de ensino; 222=inspetor de alunos; 231=magistrados; 232=procuradores, etc.; 233=advogados, etc.; 241=tabeliães; 242=escrivães; 243=oficiais de justiça; 244=outros auxiliares justiça; 251=religiosos; 261=escritor jornalístico; 271=escultor, pintor; 272=artesão; 273=decorador/cenógrafo; 274=fotógrafos; 275=músicos/compositor; 276=artista de tv/cinema/teatro; 277=artista de circo; 278=locutores/comentaristas; 279=produtor, diretor, espet; 280=cinegrafistas, etc.; 281=operador equip som e cenog; 282=outros operadores rádio/TV; 283=operador projeto cine; 291=bibliotecários; 292=museólogos/arqueólogos; 293=outras ocupações; 301=produtor agropecuário aut; 302=técnico agropecuário; 303=tratorista agrícola; 304=outros trabalhos agrop.; 321=caçadores; 322=pescadores; 331=madereiros; 332=lenhadores; 333=carvoeiros; 334=seringueiros; 335=ervateiros; 336=apanhadores prod vegetais; 341=mineiros; 345=canteiros/marroei.; 351=op. máq extração mineral; 361=trabalho extração gás petr.; 371=garimpeiros; 381=salineiros; 391=sondad. poço gás; 401=téc. emp extração mineral; 402=téc. indúst transformação; 403=mestres indústria têxteis; 404=mestre de construção civil; 405=técnico energia elétrica; 406=outros mestres; 411=forneiro metalúrgico; 412=laminadores; 413=trefiladores; 414=modeladores mach; 415=galvanizadores, etc.; 416=afiadores/amoladores; 417=polidores esmeril; 418=ferramenteiros; 419=estampadores meca; 420=operador de prensa; 421=fresador/furador; 422=torneiro mecânico; 423=ajustador montador; 424=mecânico de veículo; 425=mecânicos; 426=soldadores; 427=rebitadores; 428=caldeireiros; 429=ferreiros/serralheiro; 430=funileiros; 431=lanterneiros; 441=cardador/pentead; 442=macaroqueiro bob; 443=fiandeiros; 444=rendeiros; 445=urdidores; 446=cordoeiros; 447=tecelões; 448=tapeceiros; 449=redeiros; 450=alvejadores tinturaria; 451=estampador têxtil; 452=acabador d pano; 461=correiros seleiros; 462=curtidores; 470=alfaiates/costureiros; 471=auxiliar de costura; 472=calceiros/camiseiros; 473=modelistas cort; 474=bordadeiras cerzideiras; 475=chapeleiro palha; 476=chapeleiros exc palha; 477=sapateiros; 478=trab fabricação de sapato; 479=bolseiro/cinteiro; 481=marceneiro; 482=carpinteiro; 483=tanoeiros; 484=operador máquina de marcen; 485=serradores; 486=prep compensado; 487=estofador/capoteiro; 488=colchoeiros; 489=lustrador de madeira; 490=cesteiro e estei.; 491=montador equipamento elét.; 492=montador equip. eletrônico; 493=reparador de equipamentos; 494=montador de rádio e TV; 495=reparador de rádio e TV; 496=eletricista instalador; 497=inst repar. equip elétrico; 498=inst. reparação lin elét; 499=oper inst energia elétrica; 511=armador de concreto; 512=pedreiros; 513=serviço de pedreiro; 514=pintor/caiador; 515=estucadores; 516=ladrilheiro taq.; 517=encanadores; 518=vidraceiro; 519=calceteiro asfalto; 520=calafates; 521=op. máq construção civil; 531=linguiceiro/salsicheiro; 532=charqueadores; 533=magarefes; 534=ocup indústria laticínios; 535=doceiros/confeiteiros; 536=macarroneiro/pas; 537=padeiros; 538=farinheiro moleiro; 539=ocupação indústria açúcar; 540=ocupação indústria bebidas; 541=ocupação indústria de café; 542=ocupação indústria pescado; 543=ocupação indúst chá, etc.; 544=ocupação indústria oleagin; 545=ocupação indúst alimentar; 551=linotipistas; 552=tipógrafos; 553=clicherista e gr.; 554=impressores; 555=revisão indústria gráfica; 556=encadernadores car.; 557=outras ocupupações da industria gráfica; 561=vidreiro/ampoleiro; 562=ceramistas/louceiros; 563=pintores cerâmica; 564=oleiros; 571=inspetor de qualidade; 572=ourives/relojoeiros; 573=lapidadores; 574=borracheiros; 575=vulcanizadores rec.; 576=fogueteiros; 577=vassoureiros; 578=marmoristas; 579=preparadores de fumo; 580=charuteiros ciga.; 581=pintores a pistola; 582=operador de empilhadeira; 583=foguistas; 584=emb. de mercadorias; 585=ocupação indústria de papel; 586=oc ind art borracha; 587=ocupação indúst art cimen.; 588=supervisor de segurança; 589=outras ocup. indústria tra.; 601=comércio conta própria; 602=vendedores; 603=operador de caixa; 604=repositor de mercadorias; 605=demonstradores; 611=feirantes; 612=aguadeiros; 613=doceiros, etc.; 614=quitandeiros, etc.; 615=tripeiro, etc.; 616=bilheteiros; 617=outras ocupações ambulante; 621=vendedores de jornais e revistas; 631=pracistas e viajantes; 632=representante comercial; 633=propagandista; 641=corretor de seguros; 642=corretor de imóveis; 643=corretor título de valor; 644=avaliador leiloeiro; 645=outro agente corretor; 646=compradores; 711=aviador civil; 712=comissário de bordo; 721=oficial da marinha mercante; 722=mestres de embarcações; 723=maquinista de embarcação; 724=foguista de embarcação; 725=marinheiro civil; 726=taifeiros; 727=barqueiros e canoeiros; 731=guindasteiros; 732=estivadores; 741=agente de estrada de ferro; 742=condutores chefe de trem; 743=maquinista de trem; 744=foguista de trem; 745=guarda; 746=manobreiro de sinal; 751=motoristas; 752=trocadores; 753=carroceiro/tropeiro; 761=inspetor desp. transporte; 762=trabalh const. de ferrovia; 771=agente postal e tele; 772=postalistas; 773=telégrafo e radiotelégrafo; 774=telefonistas; 775=carteiros; 776=guarda; 801=proprietários; 805=empregado doméstico; 811=hotel dono de pensão; 812=camareiros; 813=cozinheiros; 814=garçons; 815=atendente de bar; 821=cabeleireiros; 822=barbeiros; 823=maquiladores, etc.; 824=manicuro e pedicuro; 825=lavadeira e passadeira; 826=engraxates; 831=jogador de futebol; 832=lutador/atleta; 833=juiz de esportes; 834=técnico de esportes; 841=porteiros; 842=ascensoristas; 843=vigias; 844=serventes; 845=contínuos; 851=oficial das forças armadas; 852=praça das forças armadas; 853=oficiais praças bombeiros; 854=delgado/comissário polícia; 855=investigador de polícia; 856=guarda; 857=carcereiros, etc.; 858=datiloscopista; 859=guarda vigia particular; 911=aprendizes; 912=bilheteiro diversos; 913=bomb exc. c. bom.; 914=capatazes; 915=dedetizadores; 916=guardadores de automóveis; 917=guarda sanitário; 918=inspetores fiscais; 919=jardineiros exc. lavou.; 920=lixeiros; 921=lubrificadores; 922=operadores trat. água; 923=op. maq. exc. agrop.; 924=trabalhador braçal; 925=trabalhador constr rodovia; 926=outras ocupações mal defin.; 927=sem declaração"
population,TATIVIDA,532,532-Finalidade/Ramo Negócio,Finalidade/Ramo Negócio,V532,Finalidade/Ramo do negócio,532,Finalidade ou Ramo do negócio,110.0,3.0,V532,MAPPED,False,"11=cultura de agave; 12=cultura de algodão; 13=cultura de arroz; 14=cultura de banana; 15=cultura de cacau; 16=cultura de café; 17=cultura de cana de açúcar; 18=cultura de fumo; 19=cultura de mandioca; 20=cultura de milho; 21=cultura de soja; 22=cultura de trigo; 23=horticultura e floricultura; 24=silvicultura; 25=cultura não discriminada; 26=pecuária; 27=avicultura; 28=apicultura e sericultura; 29=atividade não definida; 31=extração da borracha; 32=extração de erva mate; 33=extr de plantas fibrosas; 34=extr de frutos e semente; 35=extração de madeira; 36=produção de carvão vegetal; 37=atividade não definida; 41=pesca; 42=piscicultura; 50=extração apar. mat. con.; 51=extr petróleo/gás natural; 52=extração de carvão pedra; 53=exp. salinas font.; 54=fais gar mineral metálico; 55=fais gar mineral não metál; 56=extração mineral radioativo; 57=extr mineral não metálico; 58=extr de mineral metálico; 59=atividade não definida; 100=ind transf mineral não met; 110=indústrias metalúrgicas; 120=indústria mecânicas; 130=indúst material elétr com; 140=indúst material transporte; 150=indústria de madeira; 151=ind. domic. artefatos papel; 160=indústria de mobiliário; 170=indúst de papel e papelão; 180=indústria da borracha; 190=indúst de couros e peles; 200=indústrias químicas; 201=indústria produtos petrol; 210=ind farmacêutica veterinár; 220=indústria perf. sabão ve.; 230=indúst produtos plásticos; 240=indústrias têxteis; 241=ind domic têxteis; 250=indústrias de vestuário; 251=indústria de calçados; 260=ind produtos alimentares; 270=indústria de bebidas; 280=indústria de fumo; 290=indústria edit gráficas; 300=atividade não definida; 340=indústria da construção; 351=prod distr energia elétrica; 352=prod distrib gás canalizado; 353=abastecimento água, etc.; 354=limpez pública remoção lixo; 410=comér produtos agrop. ex.; 411=comércio gen. alimentício; 412=comércio tec. art. tecido; 413=com. mov. tapec. art.; 414=comércio de papel impress; 415=comércio de ferragens, etc.; 416=comércio maq. aparel. in.; 417=comércio veículo acessório; 418=comércio prod químicos farm; 419=comércio combustível/lubrif; 420=comércio ambulante; 421=feiras; 422=supermercados; 423=loja de departamentos; 424=atividade não definida; 451=bancos, financeiras, etc.; 452=caixas econômicas cooperat; 453=seguros; 461=adm. com. inc. imóveis; 462=comércio títulos e moedas; 463=conc. loterias, etc.; 464=org. cartões de crédito; 471=transporte de tração animal; 472=transp rodoviário passag.; 473=transporte rodoviário carga; 474=transporte ferroviário; 475=transporte marítimo; 476=transporte aéreo; 477=atividade não definida; 481=serviços postais; 482=comunicação eletrônica; 511=serviço de alojamento; 512=serviço de alimentação; 521=serviço rep. elétrico; 522=serviço rep. de veículos; 523=serviço rep. madeira; 524=serviço rep. instalação; 525=serviço rep. não incl.; 531=serviço de higiene pess.; 532=serviço de confecção; 533=serviço pess. não incluso; 541=serviço cons. vestuário; 542=serv. limpeza e conservação; 543=serviço de vigia e guarda; 544=serv. domic remunerado; 545=serv. domic não incluso; 551=serviço div atist.; 552=serviço de radiodifusão; 571=serviço jurídico; 572=serv. contab auditoria; 573=serviço de assessoria; 574=serv de engenh e arquitet; 575=serv. público e prop; 576=serviço de tradução; 577=estudo de pintura; 578=serv. técnico profissional; 581=serv. aux. agr. pecuário; 582=serv. aux. com. merc.; 583=serviço de armazenagem; 584=serv aux. comércio indústr; 585=serviço auxiliar de seguros; 586=serv transporte não rodov.; 587=serv aux transp rodoviário; 588=serv aux. transporte marít.; 589=serviço aux toda atividade; 610=assistência befecicenci; 611=previdência social pública; 612=previd social particular; 613=sindicato assoc. classe; 614=inst. científ tecnológico; 615=instit filosófico/cultural; 616=culto atividade auxiliar; 617=entidade desp. Recreativas; 618=organização civ. Política; 619=serviço comunitário social; 621=serviço médico público; 622=serviço médico particular; 623=serviço odontológico; 624=serviço de veterinária; 631=ensino público; 632=ensino particular; 711=poder legislativo; 712=justiça atividade auxiliar; 713=serv administração federal; 714=serv administ estadual; 715=serv administ municipal; 716=serv administ autarquia; 717=serv. adm. não definida; 721=exército; 722=marinha de guerra; 723=aeronáutica; 724=polícia militar; 725=polícia civil; 726=corpo de bombeiros; 727=outras organiz. gov seg.; 801=organiz inter. rep. est.; 901=outra ativid não definida; 902=atividade mal definida"
population,TPOSICAO,533,533-Posição no Estabelecimento,Posição no Estabelecimento,V533,Posição no estabelecimento,533,Posição no estabelecimento,113.0,1.0,V533,MAPPED,False,0=Sem Remuneração; 1=Agrícola Volante C/Intermediário; 2=Agrícola Volante S/Intermediário; 3=Parceiro/Empregado; 4=Parceiro/Empregador; 5=Parceiro/Conta Própria; 6=Empregado; 7=Empregador; 8=Conta Própria; 9=Sem Declaração
population,TPREVID,534,534-Contribui Previdencia,Contribui Previdencia,V534,Contribuição previdência,534,É contribuinte de Instituto de Previdência,114.0,1.0,V534,MAPPED,False,2=Federal; 4=Estadual; 6=Municipal; 8=Não Contribui; 9=Sem Declaração; 0=NSA
population,THORTRAB,535,535-Horas Trabalhadas Ocupação Principal,Horas Trabalhadas Ocupação Principal,V535,Horas trabalhadas ocup. principal,535,Horas habitualmente trabalhadas por semana na ocupação principal,115.0,1.0,V535,MAPPED,False,1=<15 Horas; 2=15/29 Horas; 3=30/39 Horas; 4=40/48 Horas; 5=49 horas e Mais; 9=Sem Declaração; 0=NSA
population,THORTRTO,536,536-Horas Trabalhadas Todas Ocupações,Horas Trabalhadas Todas Ocupações,V536,Horas trabalhadas todas ocup.,536,Horas trabalhadas em todas as ocupações,140.0,1.0,V536,MAPPED,False,4=< 15 Horas; 5=15/29 Horas; 6=30/39 Horas; 7=40/48 Horas; 0=49 Horas; 9=Sem Dclaração; 1=NSA
population,RPRINDIN,537,537-Renda Dinheiro Ocupação Principal,Renda Dinheiro Ocupação Principal,,,,,,,,TRULY_NEW,False,
population,RPRINPRM,538,538-Renda Produtos Mercadorias Ocupação Principal,Renda Produtos Mercadorias Ocupação Principal,,,,,,,,TRULY_NEW,False,
population,ROUTROCU,539,539-Renda Outras Ocupações,Renda Outras Ocupações,,,,,,,,TRULY_NEW,False,
population,TQTSALAR,540,540-Quantos Salários Recebe,Quantos Salários Recebe,V540,Quantos salários recebe,540,Quantos salários recebe,136.0,1.0,V540,MAPPED,False,0=Não é Empregado; 2=12 Salários; 3=13 Salários; 4=14 Salários; 5=15 Salários; 6=16 e Mais; 9=Sem Declaração; 8=NSA
population,TSITULSN,541,541-Na Ultima Semana Estava,Na Ultima Semana Estava,V541,Na última semana estava,541,Na última semana (25 a 31/08/1980) estava,137.0,1.0,V541,MAPPED,False,1=Só um Trabalho; 2=Vários Trabalhos; 3=Trabalhando Dif; 4=Procurando Trabalho; 5=Aposentou-se; 6=Não Trab/Nem Procurou; 0=NSA
population,TOUTRAOC,542,542-Ocupação Não Habitual Exercida,Ocupação Não Habitual Exercida,V542,Ocupação não habitual ex,542,Ocupação não habitual exercida,150.0,3.0,V542,MAPPED,False,
population,TOUTRAAT,544,544-Outra atividade,Outra atividade,V544,Finalidade estab. não habitual,544,Finalidade estabelecimento não habitual,153.0,3.0,V544,MAPPED,False,
population,TOUTRAPO,545,545-Posição no Estabelecimento Não Habitual,Posição no Estabelecimento Não Habitual,V545,Posição no estab. não habitual,545,Posição no estabelecimento não habitual,156.0,1.0,V545,MAPPED,False,1=Agrícola Volante C/Intermediário; 2=Agrícola Volante S/Intermediário; 3=Parceiro/Empregado; 4=Parceiro/Empregador; 5=Parceiro/Conta Própria; 6=Empregado; 7=Empregador; 8=Conta Própria; 0=Sem remuneração; 9=Sem declaração; 0=NSA
population,RAPOSENT,546,546-Renda Aposentoria/Pensão,Renda Aposentoria/Pensão,,,,,,,,TRULY_NEW,False,
population,RALUGUEL,547,547-Renda Aluguel/Arrendamento,Renda Aluguel/Arrendamento,,,,,,,,TRULY_NEW,False,
population,RDOACOES,548,548-Renda Doações,Renda Doações,,,,,,,,TRULY_NEW,False,
population,RCAPITAL,549,549-Renda Outros Rendimentos Capital,Renda Outros Rendimentos Capital,,,,,,,,TRULY_NEW,False,
population,FLNAVIVH,550,550-Filhos Tidos Nascidos Vivos,Filhos Tidos Nascidos Vivos,V550,Filhos tidos nascidos vivos,550,Filhos tidos nascidos vivos,193.0,2.0,V550,MAPPED,False,0=Sem Filho Nascido Vivo; 1=1 Filho Nascido Vivo; 2=2 Filhos Nascidos Vivos; 3=3 Filhos Nascidos Vivos; 4=4 Filhos Nascidos Vivos; 5=5 Filhos Nascidos Vivos; 6=6 Filhos Nascidos Vivos; 7=7 Filhos Nascidos Vivos; 8=8 Filhos Nascidos Vivos; 9=9 Filhos Nascidos Vivos; 10=10 Filhos Nascidos Vivos; 11=11 Filhos Nascidos Vivos; 12=12 Filhos Nascidos Vivos; 13=13 Filhos Nascidos Vivos; 14=14 Filhos Nascidos Vivos; 15=15 Filhos Nascidos Vivos; 99=Ignorado
population,FLNAVIVM,551,551-Filhas Tidas Nascidas Vivas,Filhas Tidas Nascidas Vivas,V551,Filhas tidas nascidas vivas,551,Filhas tidas nascidas vivas,195.0,2.0,V551,MAPPED,False,0=Sem Filha Nascida Viva; 1=1 Filha Nascida Viva; 2=2 Filhas Nascidas Vivas; 3=3 Filhas Nascidas Vivas; 4=4 Filhas Nascidas Vivas; 5=5 Filhas Nascidas Vivas; 6=6 Filhas Nascidas Vivas; 7=7 Filhas Nascidas Vivas; 8=8 Filhas Nascidas Vivas; 9=9 Filhas Nascidas Vivas; 10=10 Filhas Nascidas Vivas; 11=11 Filhas Nascidas Vivas; 12=12 Filhas Nascidas Vivas; 13=13 Filhas Nascidas Vivas; 14=14 Filhas Nascidas Vivas; 15=15 Filhas Nascidas Vivas; 99=Ignorado
population,FLNAMORH,552,552-Filhos Tidos Nascidos Mortos,Filhos Tidos Nascidos Mortos,V552,Filhos tidos nascidos mortos,552,Filhos tidos nascidos mortos,197.0,2.0,V552,MAPPED,False,0=Sem Filho Nascido Morto; 1=1 Filho Nascido Morto; 2=2 Filhos Nascidos Mortos; 3=3 Filhos Nascidos Mortos; 4=4 Filhos Nascidos Mortos; 5=5 Filhos Nascidos Mortos; 6=6 Filhos Nascidos Mortos; 7=7 Filhos Nascidos Mortos; 8=8 Filhos Nascidos Mortos; 9=9 Filhos Nascidos Mortos; 99=Ignorado
population,FLNAMORM,553,553-Filhas Tidas Nascidas Mortas,Filhas Tidas Nascidas Mortas,V553,Filhas tidas nascidas mortas,553,Filhas tidas nascidas mortas,199.0,2.0,V553,MAPPED,False,0=Sem Filha Nascida Morta; 1=1 Filha Nascida Morta; 2=2 Filhas Nascidas Mortas; 3=3 Filhas Nascidas Mortas; 4=4 Filhas Nascidas Mortas; 5=5 Filhas Nascidas Mortas; 6=6 Filhas Nascidas Mortas; 7=7 Filhas Nascidas Mortas; 8=8 Filhas Nascidas Mortas; 9=9 Filhas Nascidas Mortas; 99=Ignorado
population,FLVIVOSH,554,554-Filhos Vivos Homens,Filhos Vivos Homens,V554,Filhos vivos na data da pesquisa,554,Filhos vivos na data da pesquisa,201.0,2.0,V554,MAPPED,False,0=Sem Filho Vivo; 1=1 Filho Vivo; 2=2 Filhos Vivos; 3=3 Filhos Vivos; 4=4 Filhos Vivos; 5=5 Filhos Vivos; 6=6 Filhos Vivos; 7=7 Filhos Vivos; 8=8 Filhos Vivos; 9=9 Filhos Vivos; 10=10 Filhos Vivos; 11=11 Filhos Vivos; 12=12 Filhos Vivos; 13=13 Filhos Vivos; 14=14 Filhos Vivos; 15=15 Filhos Vivos; 99=Ignorado
population,FLVIVOSM,555,555-Filhas Vivas Mulheres,Filhas Vivas Mulheres,V555,Filhas vivas na data da pesquisa,555,Filhas vivas na data da pesquisa,203.0,2.0,V555,MAPPED,False,0=Sem Filha Viva; 1=1 Filha Viva; 2=2 Filhas Vivas; 3=3 Filhas Vivas; 4=4 Filhas Vivas; 5=5 Filhas Vivas; 6=6 Filhas Vivas; 7=7 Filhas Vivas; 8=8 Filhas Vivas; 9=9 Filhas Vivas; 10=10 Filhas Vivas; 11=11 Filhas Vivas; 12=12 Filhas Vivas; 13=13 Filhas Vivas; 14=14 Filhas Vivas; 15=15 Filhas Vivas; 99=Ignorado
population,FLUVIMES,556,556-Mes Nascimento Ultimo Filho Nascido Vivo,Mes Nascimento Ultimo Filho Nascido Vivo,V556,Mês nascimento últ filho nasc vivo,556,Mês de nascimento do último filho nascido vivo,205.0,2.0,V556,MAPPED,False,0=Sem Filho Nascido Vivo; 1=Janeiro; 2=Fevereiro; 3=Março; 4=Abril; 5=Maio; 6=Junho; 7=Julho; 8=Agosto; 9=Setembro; 10=Outubro; 11=Novembro; 12=Dezembro; 20=Presumida; 99=Ignorado
population,FLUVIANO,557,557-Ano Nascimento Ultimo Filho Nascido Vivo,Ano Nascimento Ultimo Filho Nascido Vivo,V557,Ano  de nasc ult filho nasc. vivo,557,Ano de nascimento do último filho nascido vivo,207.0,3.0,V557,MAPPED,False,
population,IDADEMES,560,560-Idade em meses,Idade em meses,,,,,,,,TRULY_NEW,False,0=Meses; 1=1 Mes; 2=2 Meses; 3=3 Meses; 4=4 Meses; 5=5 Meses; 6=6 Meses; 7=7 Meses; 8=8 Meses; 9=9 Meses; 10=10 Meses; 11=11 Meses
population,IDADEANO,561,561-Idade em Anos,Idade em Anos,,,,,,,,TRULY_NEW,False,
population,FLUVIDAD,570,570-Idade do Ultimo Filho,Idade do Ultimo Filho,V570,Idade do último filho,570,Idade do último filho,210.0,3.0,V570,MAPPED,False,
population,PESOP,586,586-Peso Pessoa,Peso Pessoa,,,,,,,,TRULY_NEW,False,
population,RPRINCIF,680,680-Classe Renda Bruta Ocupação Principal,Classe Renda Bruta Ocupação Principal,V680,Classe rend bruto ocup. principal,680,Classe de rendimento bruto na ocupação principal,116.0,2.0,V680,MAPPED,False,0=Sem Renda; 1=Até 1/8 SM; 2=+1/8 a 1/4 SM; 3=+1/4 a 1/2 SM; 4=+1/2 a 3/4 SM; 5=+3/4 a 1 SM; 6=+1 a 2 SM; 7=+2 a 3 SM; 8=+3 a 5 SM; 9=+5 a 10 SM; 10=+10 a 15 SM; 11=+15 a 20 SM; 12=Mais 20 SM; 98=NSA; 99=Ignorado
population,RTOTALF,681,681-Classe de Renda Total,Classe de Renda Total,V681,Classe de renda total,681,Classe de renda total,105.0,2.0,V681,MAPPED,False,0=Sem Renda; 1=Até 1/8 SM; 2=+1/8 a 1/4 SM; 3=+1/4 a 1/2 SM; 4=+1/2 a 3/4 SM; 5=+3/4 a 1 SM; 6=+1 a 2 SM; 7=+2 a 3 SM; 8=+3 a 5 SM; 9=+5 a 10 SM; 10=+10 a 15 SM; 11=+15 a 20 SM; 12=Mais 20 SM; 98=NSA; 99=Ignorado
population,RTOTOCUF,682,682-Classe Renda Bruta Todas Ocupações,Classe Renda Bruta Todas Ocupações,V682,Classe rend bruto todas ocupações,682,Classe de rendimento bruto em todas as ocupações,138.0,2.0,V682,MAPPED,False,0=Sem Renda; 1=Até 1/8 SM; 2=+1/8 a 1/4 SM; 3=+1/4 a 1/2 SM; 4=+1/2 a 3/4 SM; 5=+3/4 a 1 SM; 6=+1 a 2 SM; 7=+2 a 3 SM; 8=+3 a 5 SM; 9=+5 a 10 SM; 10=+10 a 15 SM; 11=+15 a 20 SM; 12=Mais 20 SM; 98=NSA; 99=Ignorado
